Time (ns),spi_master_tb.dut.ss_n,spi_master_tb.dut.sclk,spi_master_tb.rx_data,spi_master_tb.dut.mosi,spi_master_tb.dut.irq,spi_master_tb.dut.busy,spi_master_tb.CLOCK_DIVIDER,spi_master_tb.DATA_WIDTH,spi_master_tb.DEFAULT_DATA_ENABLED,spi_master_tb.DEFAULT_DATA_PATTERN,spi_master_tb.DEFAULT_DATA_VALUE,spi_master_tb.FIFO_DEPTH,spi_master_tb.MODE,spi_master_tb.MSB_FIRST,spi_master_tb.NUM_SLAVES,spi_master_tb.SLAVE_ACTIVE_LOW,spi_master_tb.dut.clk,spi_master_tb.dut.miso,spi_master_tb.dut.rst_n,spi_master_tb.dut.start_rx,spi_master_tb.dut.start_tx,spi_master_tb.tx_data,spi_master_tb.dut.CPHA,spi_master_tb.dut.CPOL,spi_master_tb.dut.SS_ACTIVE,spi_master_tb.dut.tx_data,spi_master_tb.dut.CLOCK_DIVIDER,spi_master_tb.dut.COMPLETE,spi_master_tb.dut.DATA_WIDTH,spi_master_tb.dut.DEFAULT_DATA_ENABLED,spi_master_tb.dut.DEFAULT_DATA_PATTERN,spi_master_tb.dut.DEFAULT_DATA_VALUE,spi_master_tb.dut.FIFO_DEPTH,spi_master_tb.dut.IDLE,spi_master_tb.dut.MODE,spi_master_tb.dut.MSB_FIRST,spi_master_tb.dut.NUM_SLAVES,spi_master_tb.dut.RECEIVE,spi_master_tb.dut.SCLK_HALF_PERIOD,spi_master_tb.dut.SETUP,spi_master_tb.dut.SLAVE_ACTIVE_LOW,spi_master_tb.dut.TRANSMIT,spi_master_tb.dut.bit_counter,spi_master_tb.dut.clk_counter,spi_master_tb.dut.default_data,spi_master_tb.dut.last_sclk,spi_master_tb.dut.next_state,spi_master_tb.dut.rx_data,spi_master_tb.dut.rx_shift_reg,spi_master_tb.dut.sclk_gen,spi_master_tb.dut.state,spi_master_tb.dut.tx_shift_reg
2620000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b1,b1110,0,b10,b0,b0,0,b10,b10101011
2630000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,1,b10,b10101011
2640000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b0,b0,b1110,0,b10,b0,b0,1,b10,b10101011
2650000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,1,b10,b0,b0,1,b10,b1010110
2660000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,1,b10,b0,b0,1,b10,b1010110
2670000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,1,b10,b0,b0,0,b10,b1010110
2680000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,1,b10,b0,b0,0,b10,b1010110
2690000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,0,b10,b0,b0,0,b10,b1010110
2700000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b1,b1110,0,b10,b0,b0,0,b10,b1010110
2710000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,0,b10,b0,b0,1,b10,b1010110
2720000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1,b0,b1110,0,b10,b0,b0,1,b10,b1010110
2730000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,1,b10,b0,b0,1,b10,b10101100
2740000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,1,b10,b0,b0,1,b10,b10101100
2750000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,1,b10,b0,b0,0,b10,b10101100
2760000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,1,b10,b0,b0,0,b10,b10101100
2770000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,0,b10,b0,b0,0,b10,b10101100
2780000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b1,b1110,0,b10,b0,b0,0,b10,b10101100
2790000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,0,b10,b0,b0,1,b10,b10101100
2800000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b10,b0,b1110,0,b10,b0,b0,1,b10,b10101100
2810000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,1,b10,b0,b0,1,b10,b1011000
2820000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,1,b10,b0,b0,1,b10,b1011000
2830000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,1,b10,b0,b0,0,b10,b1011000
2840000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,1,b10,b0,b0,0,b10,b1011000
2850000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,0,b10,b0,b0,0,b10,b1011000
2860000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b1,b1110,0,b10,b0,b0,0,b10,b1011000
2870000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,0,b10,b0,b0,1,b10,b1011000
2880000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b11,b0,b1110,0,b10,b0,b0,1,b10,b1011000
2890000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,1,b10,b0,b0,1,b10,b10110000
2900000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,1,b10,b0,b0,1,b10,b10110000
2910000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,1,b10,b0,b0,0,b10,b10110000
2920000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,1,b10,b0,b0,0,b10,b10110000
2930000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,0,b10,b0,b0,0,b10,b10110000
2940000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b1,b1110,0,b10,b0,b0,0,b10,b10110000
2950000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,0,b10,b0,b0,1,b10,b10110000
2960000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b100,b0,b1110,0,b10,b0,b0,1,b10,b10110000
2970000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,1,b10,b0,b0,1,b10,b1100000
2980000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,1,b10,b0,b0,1,b10,b1100000
2990000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,1,b10,b0,b0,0,b10,b1100000
3000000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,1,b10,b0,b0,0,b10,b1100000
3010000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,0,b10,b0,b0,0,b10,b1100000
3020000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b1,b1110,0,b10,b0,b0,0,b10,b1100000
3030000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,0,b10,b0,b0,1,b10,b1100000
3040000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b101,b0,b1110,0,b10,b0,b0,1,b10,b1100000
3050000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,1,b10,b0,b0,1,b10,b11000000
3060000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,1,b10,b0,b0,1,b10,b11000000
3070000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,1,b10,b0,b0,0,b10,b11000000
3080000,0,1,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,1,b10,b0,b0,0,b10,b11000000
3090000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,0,b10,b0,b0,0,b10,b11000000
3100000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b1,b1110,0,b10,b0,b0,0,b10,b11000000
3110000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,0,b10,b0,b0,1,b10,b11000000
3120000,0,0,b0,0,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b110,b0,b1110,0,b10,b0,b0,1,b10,b11000000
3130000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,1,b10,b0,b0,1,b10,b10000000
3140000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,1,b10,b0,b0,1,b10,b10000000
3150000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,1,b10,b0,b0,0,b10,b10000000
3160000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,1,b10,b0,b0,0,b10,b10000000
3170000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,0,b10,b0,b0,0,b10,b10000000
3180000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b1,b1110,0,b10,b0,b0,0,b10,b10000000
3190000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,0,b10,b0,b0,1,b10,b10000000
3200000,0,0,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b111,b0,b1110,0,b10,b0,b0,1,b10,b10000000
3210000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b1,b1110,1,b100,b0,b0,1,b10,b0
3220000,0,1,b0,1,0,1,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,0,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b1,b1110,1,b100,b0,b0,1,b10,b0
3230000,1,1,b0,1,1,0,b10,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b1,b1,b1,1,0,1,0,0,b10101011,0,0,0,b10101011,b10,b100,b1000,b0,b10000110111010101110011011101000110111101101101,b1110,b10000,b0,b0,b1,b1,b11,b10,b1,b1,b10,b1000,b0,b1110,1,b0,b0,b0,0,b100,b0
