Time (ns),spi_master_tb.dut.clk_counter
32270000,b1100001
32290000,b1100010
32310000,b1100011
32330000,b1100100
32350000,b1100101
32370000,b1100110
32390000,b1100111
32410000,b1101000
32430000,b1101001
32450000,b1101010
32470000,b1101011
32490000,b1101100
32510000,b1101101
32530000,b1101110
32550000,b1101111
32570000,b1110000
32590000,b1110001
32610000,b1110010
32630000,b1110011
32650000,b1110100
32670000,b1110101
32690000,b1110110
32710000,b1110111
32730000,b1111000
32750000,b1111001
32770000,b1111010
32790000,b1111011
32810000,b1111100
32830000,b1111101
32850000,b1111110
32870000,b1111111
32890000,b10000000
32910000,b10000001
32930000,b10000010
32950000,b10000011
32970000,b10000100
32990000,b10000101
33010000,b10000110
33030000,b10000111
33050000,b10001000
33070000,b10001001
33090000,b10001010
33110000,b10001011
33130000,b10001100
33150000,b10001101
33170000,b10001110
33190000,b10001111
33210000,b10010000
33230000,b10010001
33250000,b10010010
33270000,b10010011
33290000,b10010100
33310000,b10010101
33330000,b10010110
33350000,b10010111
33370000,b10011000
33390000,b10011001
33410000,b10011010
33430000,b10011011
33450000,b10011100
33470000,b10011101
33490000,b10011110
33510000,b10011111
33530000,b10100000
33550000,b10100001
33570000,b10100010
33590000,b10100011
33610000,b10100100
33630000,b10100101
33650000,b10100110
33670000,b10100111
33690000,b10101000
33710000,b10101001
33730000,b10101010
33750000,b10101011
33770000,b10101100
33790000,b10101101
33810000,b10101110
33830000,b10101111
33850000,b10110000
33870000,b10110001
33890000,b10110010
33910000,b10110011
33930000,b10110100
33950000,b10110101
33970000,b10110110
33990000,b10110111
34010000,b10111000
34030000,b10111001
34050000,b10111010
34070000,b10111011
34090000,b10111100
34110000,b10111101
34130000,b10111110
34150000,b10111111
34170000,b11000000
34190000,b11000001
34210000,b11000010
34230000,b11000011
34250000,b11000100
34270000,b11000101
34290000,b11000110
34310000,b11000111
34330000,b11001000
34350000,b11001001
34370000,b11001010
34390000,b11001011
34410000,b11001100
34430000,b11001101
34450000,b11001110
34470000,b11001111
34490000,b11010000
34510000,b11010001
34530000,b11010010
34550000,b11010011
34570000,b11010100
34590000,b11010101
34610000,b11010110
34630000,b11010111
34650000,b11011000
34670000,b11011001
34690000,b11011010
34710000,b11011011
34730000,b11011100
34750000,b11011101
34770000,b11011110
34790000,b11011111
34810000,b11100000
34830000,b11100001
34850000,b11100010
34870000,b11100011
34890000,b11100100
34910000,b11100101
34930000,b11100110
34950000,b11100111
34970000,b11101000
34990000,b11101001
35010000,b11101010
35030000,b11101011
35050000,b11101100
35070000,b11101101
35090000,b11101110
35110000,b11101111
35130000,b11110000
35150000,b11110001
35170000,b11110010
35190000,b11110011
35210000,b11110100
35230000,b11110101
35250000,b11110110
35270000,b11110111
35290000,b11111000
35310000,b11111001
35330000,b0
35350000,b1
35370000,b10
35390000,b11
35410000,b100
35430000,b101
35450000,b110
35470000,b111
35490000,b1000
35510000,b1001
35530000,b1010
35550000,b1011
35570000,b1100
35590000,b1101
35610000,b1110
35630000,b1111
35650000,b10000
35670000,b10001
35690000,b10010
35710000,b10011
35730000,b10100
35750000,b10101
35770000,b10110
35790000,b10111
35810000,b11000
35830000,b11001
35850000,b11010
35870000,b11011
35890000,b11100
35910000,b11101
35930000,b11110
35950000,b11111
35970000,b100000
35990000,b100001
36010000,b100010
36030000,b100011
36050000,b100100
36070000,b100101
36090000,b100110
36110000,b100111
36130000,b101000
36150000,b101001
36170000,b101010
36190000,b101011
36210000,b101100
36230000,b101101
36250000,b101110
36270000,b101111
36290000,b110000
36310000,b110001
36330000,b110010
36350000,b110011
36370000,b110100
36390000,b110101
36410000,b110110
36430000,b110111
36450000,b111000
36470000,b111001
36490000,b111010
36510000,b111011
36530000,b111100
36550000,b111101
36570000,b111110
36590000,b111111
36610000,b1000000
36630000,b1000001
36650000,b1000010
36670000,b1000011
36690000,b1000100
36710000,b1000101
36730000,b1000110
36750000,b1000111
36770000,b1001000
36790000,b1001001
36810000,b1001010
36830000,b1001011
36850000,b1001100
36870000,b1001101
36890000,b1001110
36910000,b1001111
36930000,b1010000
36950000,b1010001
36970000,b1010010
36990000,b1010011
37010000,b1010100
37030000,b1010101
37050000,b1010110
37070000,b1010111
37090000,b1011000
37110000,b1011001
37130000,b1011010
37150000,b1011011
37170000,b1011100
37190000,b1011101
37210000,b1011110
37230000,b1011111
37250000,b1100000
37270000,b1100001
37290000,b1100010
37310000,b1100011
37330000,b1100100
37350000,b1100101
37370000,b1100110
37390000,b1100111
37410000,b1101000
37430000,b1101001
37450000,b1101010
37470000,b1101011
37490000,b1101100
37510000,b1101101
37530000,b1101110
37550000,b1101111
37570000,b1110000
37590000,b1110001
37610000,b1110010
37630000,b1110011
37650000,b1110100
37670000,b1110101
37690000,b1110110
37710000,b1110111
37730000,b1111000
37750000,b1111001
37770000,b1111010
37790000,b1111011
37810000,b1111100
37830000,b1111101
37850000,b1111110
37870000,b1111111
37890000,b10000000
37910000,b10000001
37930000,b10000010
37950000,b10000011
37970000,b10000100
37990000,b10000101
38010000,b10000110
38030000,b10000111
38050000,b10001000
38070000,b10001001
38090000,b10001010
38110000,b10001011
38130000,b10001100
38150000,b10001101
38170000,b10001110
38190000,b10001111
38210000,b10010000
38230000,b10010001
38250000,b10010010
38270000,b10010011
38290000,b10010100
38310000,b10010101
38330000,b10010110
38350000,b10010111
38370000,b10011000
38390000,b10011001
38410000,b10011010
38430000,b10011011
38450000,b10011100
38470000,b10011101
38490000,b10011110
38510000,b10011111
38530000,b10100000
38550000,b10100001
38570000,b10100010
38590000,b10100011
38610000,b10100100
38630000,b10100101
38650000,b10100110
38670000,b10100111
38690000,b10101000
38710000,b10101001
38730000,b10101010
38750000,b10101011
38770000,b10101100
38790000,b10101101
38810000,b10101110
38830000,b10101111
38850000,b10110000
38870000,b10110001
38890000,b10110010
38910000,b10110011
38930000,b10110100
38950000,b10110101
38970000,b10110110
38990000,b10110111
39010000,b10111000
39030000,b10111001
39050000,b10111010
39070000,b10111011
39090000,b10111100
39110000,b10111101
39130000,b10111110
39150000,b10111111
39170000,b11000000
39190000,b11000001
39210000,b11000010
39230000,b11000011
39250000,b11000100
39270000,b11000101
39290000,b11000110
39310000,b11000111
39330000,b11001000
39350000,b11001001
39370000,b11001010
39390000,b11001011
39410000,b11001100
39430000,b11001101
39450000,b11001110
39470000,b11001111
39490000,b11010000
39510000,b11010001
39530000,b11010010
39550000,b11010011
39570000,b11010100
39590000,b11010101
39610000,b11010110
39630000,b11010111
39650000,b11011000
39670000,b11011001
39690000,b11011010
39710000,b11011011
39730000,b11011100
39750000,b11011101
39770000,b11011110
39790000,b11011111
39810000,b11100000
39830000,b11100001
39850000,b11100010
39870000,b11100011
39890000,b11100100
39910000,b11100101
39930000,b11100110
39950000,b11100111
39970000,b11101000
39990000,b11101001
40010000,b11101010
40030000,b11101011
40050000,b11101100
40070000,b11101101
40090000,b11101110
40110000,b11101111
40130000,b11110000
40150000,b11110001
40170000,b11110010
40190000,b11110011
40210000,b11110100
40230000,b11110101
40250000,b11110110
40270000,b11110111
40290000,b11111000
40310000,b11111001
40330000,b0
40350000,b1
40370000,b10
40390000,b11
40410000,b100
40430000,b101
40450000,b110
40470000,b111
40490000,b1000
40510000,b1001
40530000,b1010
40550000,b1011
40570000,b1100
40590000,b1101
40610000,b1110
40630000,b1111
40650000,b10000
40670000,b10001
40690000,b10010
40710000,b10011
40730000,b10100
40750000,b10101
40770000,b10110
40790000,b10111
40810000,b11000
40830000,b11001
40850000,b11010
40870000,b11011
40890000,b11100
40910000,b11101
40930000,b11110
40950000,b11111
40970000,b100000
40990000,b100001
41010000,b100010
41030000,b100011
41050000,b100100
41070000,b100101
41090000,b100110
41110000,b100111
41130000,b101000
41150000,b101001
41170000,b101010
41190000,b101011
41210000,b101100
41230000,b101101
41250000,b101110
41270000,b101111
41290000,b110000
41310000,b110001
41330000,b110010
41350000,b110011
41370000,b110100
41390000,b110101
41410000,b110110
41430000,b110111
41450000,b111000
41470000,b111001
41490000,b111010
41510000,b111011
41530000,b111100
41550000,b111101
41570000,b111110
41590000,b111111
41610000,b1000000
41630000,b1000001
41650000,b1000010
41670000,b1000011
41690000,b1000100
41710000,b1000101
41730000,b1000110
41750000,b1000111
41770000,b1001000
41790000,b1001001
41810000,b1001010
41830000,b1001011
41850000,b1001100
41870000,b1001101
41890000,b1001110
41910000,b1001111
41930000,b1010000
41950000,b1010001
41970000,b1010010
41990000,b1010011
42010000,b1010100
42030000,b1010101
42050000,b1010110
42070000,b1010111
42090000,b1011000
42110000,b1011001
42130000,b1011010
42150000,b1011011
42170000,b1011100
42190000,b1011101
42210000,b1011110
42230000,b1011111
42250000,b1100000
42270000,b1100001
42290000,b1100010
42310000,b1100011
42330000,b1100100
42350000,b1100101
42370000,b1100110
42390000,b1100111
42410000,b1101000
42430000,b1101001
42450000,b1101010
42470000,b1101011
42490000,b1101100
42510000,b1101101
42530000,b1101110
42550000,b1101111
42570000,b1110000
42590000,b1110001
42610000,b1110010
42630000,b1110011
42650000,b1110100
42670000,b1110101
42690000,b1110110
42710000,b1110111
42730000,b1111000
42750000,b1111001
42770000,b1111010
42790000,b1111011
42810000,b1111100
42830000,b1111101
42850000,b1111110
42870000,b1111111
42890000,b10000000
42910000,b10000001
42930000,b10000010
42950000,b10000011
42970000,b10000100
42990000,b10000101
43010000,b10000110
43030000,b10000111
43050000,b10001000
43070000,b10001001
43090000,b10001010
43110000,b10001011
43130000,b10001100
43150000,b10001101
43170000,b10001110
43190000,b10001111
43210000,b10010000
43230000,b10010001
43250000,b10010010
43270000,b10010011
43290000,b10010100
43310000,b10010101
43330000,b10010110
43350000,b10010111
43370000,b10011000
43390000,b10011001
43410000,b10011010
43430000,b10011011
43450000,b10011100
43470000,b10011101
43490000,b10011110
43510000,b10011111
43530000,b10100000
43550000,b10100001
43570000,b10100010
43590000,b10100011
43610000,b10100100
43630000,b10100101
43650000,b10100110
43670000,b10100111
43690000,b10101000
43710000,b10101001
43730000,b10101010
43750000,b10101011
43770000,b10101100
43790000,b10101101
43810000,b10101110
43830000,b10101111
43850000,b10110000
43870000,b10110001
43890000,b10110010
43910000,b10110011
43930000,b10110100
43950000,b10110101
43970000,b10110110
43990000,b10110111
44010000,b10111000
44030000,b10111001
44050000,b10111010
44070000,b10111011
44090000,b10111100
44110000,b10111101
44130000,b10111110
44150000,b10111111
44170000,b11000000
44190000,b11000001
44210000,b11000010
44230000,b11000011
44250000,b11000100
44270000,b11000101
44290000,b11000110
44310000,b11000111
44330000,b11001000
44350000,b11001001
44370000,b11001010
44390000,b11001011
44410000,b11001100
44430000,b11001101
44450000,b11001110
44470000,b11001111
44490000,b11010000
44510000,b11010001
44530000,b11010010
44550000,b11010011
44570000,b11010100
44590000,b11010101
44610000,b11010110
44630000,b11010111
44650000,b11011000
44670000,b11011001
44690000,b11011010
44710000,b11011011
44730000,b11011100
44750000,b11011101
44770000,b11011110
44790000,b11011111
44810000,b11100000
44830000,b11100001
44850000,b11100010
44870000,b11100011
44890000,b11100100
44910000,b11100101
44930000,b11100110
44950000,b11100111
44970000,b11101000
44990000,b11101001
45010000,b11101010
45030000,b11101011
45050000,b11101100
45070000,b11101101
45090000,b11101110
45110000,b11101111
45130000,b11110000
45150000,b11110001
45170000,b11110010
45190000,b11110011
45210000,b11110100
45230000,b11110101
45250000,b11110110
45270000,b11110111
45290000,b11111000
45310000,b11111001
45330000,b0
45350000,b1
45370000,b10
45390000,b11
45410000,b100
45430000,b101
45450000,b110
45470000,b111
45490000,b1000
45510000,b1001
45530000,b1010
45550000,b1011
45570000,b1100
45590000,b1101
45610000,b1110
45630000,b1111
45650000,b10000
45670000,b10001
45690000,b10010
45710000,b10011
45730000,b10100
45750000,b10101
45770000,b10110
45790000,b10111
45810000,b11000
45830000,b11001
45850000,b11010
45870000,b11011
45890000,b11100
45910000,b11101
45930000,b11110
45950000,b11111
45970000,b100000
45990000,b100001
46010000,b100010
46030000,b100011
46050000,b100100
46070000,b100101
46090000,b100110
46110000,b100111
46130000,b101000
46150000,b101001
46170000,b101010
46190000,b101011
46210000,b101100
46230000,b101101
46250000,b101110
46270000,b101111
46290000,b110000
46310000,b110001
46330000,b110010
46350000,b110011
46370000,b110100
46390000,b110101
46410000,b110110
46430000,b110111
46450000,b111000
46470000,b111001
46490000,b111010
46510000,b111011
46530000,b111100
46550000,b111101
46570000,b111110
46590000,b111111
46610000,b1000000
46630000,b1000001
46650000,b1000010
46670000,b1000011
46690000,b1000100
46710000,b1000101
46730000,b1000110
46750000,b1000111
46770000,b1001000
46790000,b1001001
46810000,b1001010
46830000,b1001011
46850000,b1001100
46870000,b1001101
46890000,b1001110
46910000,b1001111
46930000,b1010000
46950000,b1010001
46970000,b1010010
46990000,b1010011
47010000,b1010100
47030000,b1010101
47050000,b1010110
47070000,b1010111
47090000,b1011000
47110000,b1011001
47130000,b1011010
47150000,b1011011
47170000,b1011100
47190000,b1011101
47210000,b1011110
47230000,b1011111
47250000,b1100000
47270000,b1100001
47290000,b1100010
47310000,b1100011
47330000,b1100100
47350000,b1100101
47370000,b1100110
47390000,b1100111
47410000,b1101000
47430000,b1101001
47450000,b1101010
47470000,b1101011
47490000,b1101100
47510000,b1101101
47530000,b1101110
47550000,b1101111
47570000,b1110000
47590000,b1110001
47610000,b1110010
47630000,b1110011
47650000,b1110100
47670000,b1110101
47690000,b1110110
47710000,b1110111
47730000,b1111000
47750000,b1111001
47770000,b1111010
47790000,b1111011
47810000,b1111100
47830000,b1111101
47850000,b1111110
47870000,b1111111
47890000,b10000000
47910000,b10000001
47930000,b10000010
47950000,b10000011
47970000,b10000100
47990000,b10000101
48010000,b10000110
48030000,b10000111
48050000,b10001000
48070000,b10001001
48090000,b10001010
48110000,b10001011
48130000,b10001100
48150000,b10001101
48170000,b10001110
48190000,b10001111
48210000,b10010000
48230000,b10010001
48250000,b10010010
48270000,b10010011
48290000,b10010100
48310000,b10010101
48330000,b10010110
48350000,b10010111
